2025	1	1	9.9	5.3	22.2	0
2025	1	2	4.5	1.6	0.2	0
2025	1	3	4.1	-3	0	5.6
2025	1	4	10.5	-3.6	11.9	3.5
2025	1	5	11.8	-0.3	2.4	0
2025	1	6	11.4	5.2	2.2	2
2025	1	7	6.8	1	0	5
2025	1	8	9	0.2	27.3	0
2025	1	9	4.9	0.7	2	3.5
2025	1	10	5.3	0.2	0	2.5
2025	1	11	-0.1	-2.6	0	0
2025	1	12	1.6	-2.7	0	0
2025	1	13	3.1	-2.7	0	7.6
2025	1	14	5.8	-4.6	0	6.9
2025	1	15	7.2	0.7	0.2	0.1
2025	1	16	5.6	3	0	0
2025	1	17	2.3	1.3	0	0
2025	1	18	0.3	-1.8	0	0
2025	1	19	1.1	-0.5	0	0
2025	1	20	1.1	-1	0	0.2
2025	1	21	2.5	-2.4	1.4	0.1
2025	1	22	5.5	-0.3	9.5	0
2025	1	23	8.3	1.4	4.5	1.5
2025	1	24	10.1	4.7	16.7	0
2025	1	25	7.6	5.1	1.8	0
2025	1	26	10.5	-0.5	0.8	0
2025	1	27	10.1	6.5	0.4	3.8
2025	1	28	9.7	6	11.5	0.8
2025	1	29	6.9	4.2	22.8	0.2
2025	1	30	7.5	4.2	2.4	3.6
2025	1	31	4.4	-0.2	4.6	0
2025	2	1	5.5	0.4	0	3.9
2025	2	2	6.5	-2.9	0	8.6
2025	2	3	2.6	-3.2	0	1.5
2025	2	4	4.1	-1.2	0	4.3
2025	2	5	10.5	2.5	0	3.5
2025	2	6	5.4	1	0	0.3
2025	2	7	4.8	1.1	3	0
2025	2	8	5.5	2	0.8	0.8
2025	2	9	5.2	-0.1	1	1.1
2025	2	10	4.3	2.5	2.6	0
2025	2	11	4.4	1.7	0	0
2025	2	12	6.9	0.8	0	4.1
2025	2	13	5.1	2.7	0	0
2025	2	14	3.9	-3.3	0	9.3
2025	2	15	3.4	-2.6	0	5.3
2025	2	16	4.1	-2.4	0	8.6
2025	2	17	5.8	-2.3	0	9.2
2025	2	18	6.6	-0.8	0	8.7
2025	2	19	9.5	-0.6	0	2.6
2025	2	20	13.9	5.1	1.6	0.6
2025	2	21	13.5	10	4.4	0.2
2025	2	22	12.3	8.8	6.9	1.6
2025	2	23	12.3	2.8	0	4.2
2025	2	24	13.3	9.4	0.8	2
2025	2	25	7.9	5.5	4.6	0
2025	2	26	8.9	2.5	6	2.5
2025	2	27	8.5	2.3	0.4	2.8
2025	2	28	7.4	0.6	0	2.5
2025	3	1	6.5	0	0	4.4
2025	3	2	9.7	-0.5	0	9.5
2025	3	3	10.9	-1.6	0	9.9
2025	3	4	12.9	0	0	7.8
2025	3	5	16.7	0.7	0	10.5
2025	3	6	15.8	3.2	0	10.4
2025	3	7	16.7	7.4	0	6.1
2025	3	8	16.6	5.9	0	8.8
2025	3	9	14.6	7.7	0	3.6
2025	3	10	12.9	8.3	0.8	0.4
2025	3	11	8.7	5.9	3.2	0
2025	3	12	6.8	0	0	1.7
2025	3	13	7.4	-0.1	2.4	4.8
2025	3	14	7.5	-1	0	5
2025	3	15	7.6	-0.7	0	8.7
2025	3	16	9.9	-0.2	0	5.3
2025	3	17	10.6	-0.5	0	10.9
2025	3	18	11.3	0.6	0	11
2025	3	19	16.9	2.2	0	11.1
2025	3	20	18.3	5	0	9.6
2025	3	21	16.6	8.9	1.4	0.3
2025	3	22	16.3	10	10.5	1.8
2025	3	23	12.6	6.9	0.2	0.3
2025	3	24	12.6	6.1	0	0.3
2025	3	25	13.1	6.6	0	3.3
2025	3	26	15.2	8.3	0	7.1
2025	3	27	15.4	3.6	0	11.2
2025	3	28	10.5	4	1.8	1.3
2025	3	29	12.3	4.8	0	11.6
2025	3	30	14.1	4	0.2	6.1
2025	3	31	14.3	4	0	12
2025	4	1	14.9	2.2	0	12.1
2025	4	2	16	5.2	0	12.1
2025	4	3	20.3	7.3	0	8.6
2025	4	4	22.5	10.2	0	7.4
2025	4	5	22.4	8	0	12.4
2025	4	6	17.3	5.3	0	12.4
2025	4	7	15.9	1.1	0	12.5
2025	4	8	17.2	2.4	0	10.6
2025	4	9	15.7	4.6	0	12.6
2025	4	10	14.9	2.5	0	11.3
2025	4	11	19.7	2.3	0	12.7
2025	4	12	21.2	7.2	3.4	8.1
2025	4	13	16.3	10.3	0.6	2.1
2025	4	14	16.1	7.3	7.3	2.3
2025	4	15	16.1	10.6	0	3.1
2025	4	16	15.5	4.8	0	9.2
2025	4	17	17.3	4.2	0	8.3
2025	4	18	18.1	4.9	0	8.2
2025	4	19	18	8.9	1.4	4.9
2025	4	20	15.9	10.7	0	6
2025	4	21	15.8	8.1	0	2.3
2025	4	22	16	5.4	9.9	4.8
2025	4	23	14.4	6.9	5.2	3.8
2025	4	24	14	7.6	0	2.7
2025	4	25	14.1	5.6	0	1.3
2025	4	26	18.2	6.2	0.2	12
2025	4	27	19	7	0	11
2025	4	28	22	6.5	0	13.7
2025	4	29	23.5	8.6	0	13.7
2025	4	30	25.5	10.1	0	13.8
2025	5	1	26.6	11	0	11.3
2025	5	2	25.1	13.8	1.2	13.3
2025	5	3	18.3	12.7	7.3	1.3
2025	5	4	13.7	7.6	0	4.1
2025	5	5	12.5	3.8	0	5
2025	5	6	14.9	7	0	8.9
2025	5	7	14.2	6.8	0	2.1
2025	5	8	17.7	6.8	0	5.4
2025	5	9	18.8	6.2	0	12.2
2025	5	10	21.5	5.9	0	13.7
2025	5	11	22.3	10.9	6.9	8.2
2025	5	12	19.1	12.1	0	6.6
2025	5	13	21.8	8	4.1	8
2025	5	14	23.4	9.5	0	11.7
2025	5	15	13.7	6.5	0	1.3
2025	5	16	18.1	6.7	0	14
2025	5	17	17.8	7.2	0	4.9
2025	5	18	18.1	7.2	0	7.1
2025	5	19	21	5.4	0	14.2
2025	5	20	23.5	9.2	0	11.6
2025	5	21	16	9.5	3.4	0.7
2025	5	22	19	7.5	0	10.1
2025	5	23	18.1	4.7	0	12.6
2025	5	24	17.8	7.1	1.6	0
2025	5	25	18.1	13.8	1.8	3.4
2025	5	26	18.1	9.1	0.2	4.7
2025	5	27	18.6	11.8	3.2	0
2025	5	28	18.7	13.2	1	5.1
2025	5	29	22.1	8.7	0	4.6
2025	5	30	27.9	14.5	0	11.7
2025	5	31	26.5	12.2	0	8.4
2025	6	1	20	12.2	0	1.2
2025	6	2	21.1	8.7	0	7
2025	6	3	21.8	7.8	1	11
